Month of Stop,Reason for Stop,Officer Race,Officer Gender,Officer Years of Service,Driver Race,Driver Gender,Driver Age,Search Conducted,Results,CMPD Division
2020/01,Safe Movement,Asian/Pacific Islander,M,5,Black,M,48,Yes,Verbal Warning,University City Division
2020/01,Other,White,M,20,White,M,31,Yes,Verbal Warning,Eastway Division
2020/01,Vehicle Regulatory,White,M,3,Black,F,26,Yes,Verbal Warning,University City Division
2020/01,Vehicle Equipment,Black/African American,M,4,Black,F,27,Yes,Verbal Warning,Central Division
2020/01,Vehicle Regulatory,White,M,2,Black,M,25,Yes,Verbal Warning,Hickory Grove Division
2020/01,Stop Light/Sign,2 or More,M,5,Black,F,35,Yes,Verbal Warning,Freedom Division
2020/01,Vehicle Regulatory,White,M,12,Black,M,33,Yes,Verbal Warning,Hickory Grove Division
2020/01,Vehicle Equipment,White,M,2,Black,F,35,Yes,Verbal Warning,North Division
2020/01,Vehicle Equipment,Hispanic/Latino,M,3,Black,M,50,Yes,Verbal Warning,Westover Division
2020/01,Vehicle Regulatory,Black/African American,M,4,Black,F,23,Yes,Citation,Central Division
2020/01,Vehicle Regulatory,White,M,2,Black,M,40,Yes,Verbal Warning,University City Division
2020/01,Vehicle Regulatory,White,M,1,Black,M,30,Yes,Citation,North Tryon Division
2020/01,Vehicle Regulatory,White,F,1,Black,F,40,Yes,Verbal Warning,Westover Division
2020/01,Vehicle Regulatory,White,M,1,Black,F,17,No,Verbal Warning,Metro Division
2020/01,Vehicle Regulatory,White,M,4,Black,M,26,Yes,Verbal Warning,North Tryon Division
2020/01,Investigation,White,M,12,Black,M,25,No,Arrest,Central Division
2020/01,Vehicle Equipment,White,M,2,Black,M,21,Yes,Citation,North Division
2020/01,Vehicle Equipment,White,M,2,Black,M,18,Yes,Verbal Warning,University City Division
2020/01,Vehicle Regulatory,Asian/Pacific Islander,M,1,Black,M,32,No,Citation,University City Division
2020/01,Vehicle Regulatory,Black/African American,F,2,Black,M,43,Yes,Verbal Warning,Central Division
2020/01,Vehicle Equipment,White,M,2,Other/Unknown,M,20,Yes,Verbal Warning,North Division
2020/01,Vehicle Regulatory,White,M,2,White,M,55,Yes,Verbal Warning,North Division
2020/01,Vehicle Regulatory,White,M,2,Black,M,30,Yes,Verbal Warning,Hickory Grove Division
2020/01,Speeding,White,M,12,Black,M,27,Yes,Verbal Warning,North Division
2020/02,Vehicle Regulatory,White,M,5,Black,M,30,Yes,Verbal Warning,North Tryon Division
2020/01,Vehicle Regulatory,White,M,2,Black,F,60,Yes,Citation,North Division
2020/02,Vehicle Regulatory,White,M,5,Black,M,35,No,Verbal Warning,Metro Division
2020/01,Vehicle Regulatory,Black/African American,F,2,Black,M,50,Yes,Citation,Central Division
2020/01,Driving While Impaired,White,M,2,Black,M,27,Yes,Arrest,North Division
2020/01,Vehicle Regulatory,White,F,1,White,F,40,Yes,Verbal Warning,Westover Division
2020/01,Vehicle Regulatory,White,M,1,Black,M,20,No,Verbal Warning,Metro Division
2020/01,Vehicle Equipment,White,F,2,Black,F,40,Yes,Verbal Warning,Metro Division
2020/01,Vehicle Regulatory,White,M,2,Black,F,36,Yes,Citation,North Division
2020/01,Vehicle Regulatory,White,M,6,Two or more,F,19,Yes,Verbal Warning,Independence Division
2020/01,Vehicle Regulatory,White,F,1,Black,M,67,Yes,Verbal Warning,Westover Division
2020/01,Vehicle Regulatory,Black/African American,F,2,Hispanic/Latino,M,25,Yes,Verbal Warning,Central Division
2020/01,Vehicle Equipment,Hispanic/Latino,M,1,Black,M,33,No,Verbal Warning,South Division
2020/01,Vehicle Regulatory,White,F,1,Black,M,30,Yes,Citation,Westover Division
2020/01,Vehicle Regulatory,Black/African American,M,2,White,M,35,No,Arrest,Metro Division
2020/01,Vehicle Regulatory,Black/African American,F,2,Hispanic/Latino,M,24,Yes,Verbal Warning,Central Division
2020/01,Vehicle Regulatory,White,F,1,Black,M,30,Yes,Verbal Warning,Westover Division
2020/01,Speeding,Asian/Pacific Islander,M,10,Asian,F,33,Yes,Citation,Providence Division
2020/01,Speeding,Asian/Pacific Islander,M,10,White,M,34,Yes,Citation,Providence Division
2020/01,Safe Movement,Black/African American,M,10,Hispanic/Latino,F,35,Yes,Verbal Warning,North Tryon Division
2020/01,Stop Light/Sign,Asian/Pacific Islander,M,10,White,F,38,Yes,Citation,Providence Division
2020/01,Vehicle Regulatory,Hispanic/Latino,M,6,Black,M,33,Yes,Citation,Freedom Division
2020/01,Speeding,Asian/Pacific Islander,M,13,Black,M,40,Yes,Verbal Warning,North Tryon Division
2020/01,Vehicle Regulatory,White,M,15,Black,M,50,Yes,Verbal Warning,North Tryon Division
2020/01,Speeding,Asian/Pacific Islander,M,10,Black,F,37,Yes,Citation,Providence Division
2020/01,Stop Light/Sign,White,M,20,Black,M,42,Yes,Written Warning,Central Division
2020/01,Speeding,White,M,26,White,F,23,Yes,Verbal Warning,Providence Division
2020/01,Vehicle Regulatory,White,M,15,Hispanic/Latino,M,45,Yes,Verbal Warning,Eastway Division
2020/01,Vehicle Equipment,Hispanic/Latino,M,6,Black,M,37,Yes,Verbal Warning,Metro Division
2020/01,Speeding,White,M,26,Black,F,38,Yes,Verbal Warning,Providence Division
2020/01,Vehicle Regulatory,White,M,12,Black,F,37,Yes,Verbal Warning,North Division
2020/01,Speeding,White,M,26,Black,F,41,Yes,Verbal Warning,Providence Division
2020/01,Vehicle Regulatory,White,M,21,White,F,34,Yes,Citation,South Division
2020/01,Other,Asian/Pacific Islander,M,10,White,F,33,Yes,Citation,Providence Division
2020/01,Vehicle Regulatory,White,M,15,Black,M,23,No,Verbal Warning,Eastway Division
2020/01,Vehicle Regulatory,Asian/Pacific Islander,M,13,Black,F,22,Yes,Arrest,Hickory Grove Division
2020/01,Speeding,White,M,20,White,M,77,Yes,Citation,Independence Division
2020/01,Investigation,White,M,18,Black,M,29,No,Arrest,Steele Creek Division
2020/01,Stop Light/Sign,White,M,20,Black,F,24,Yes,Verbal Warning,Hickory Grove Division
2020/01,Safe Movement,White,M,28,Black,F,41,Yes,Verbal Warning,Hickory Grove Division
2020/01,Vehicle Equipment,Black/African American,M,1,Black,M,33,Yes,Verbal Warning,Eastway Division
2020/01,Vehicle Regulatory,White,F,5,Black,M,60,Yes,Verbal Warning,North Tryon Division
2020/01,Vehicle Regulatory,Asian/Pacific Islander,M,10,Black,M,31,Yes,Citation,Providence Division
2020/01,Vehicle Regulatory,White,M,28,Black,F,63,Yes,Verbal Warning,Hickory Grove Division
2020/01,Speeding,White,M,21,Black,F,17,Yes,Citation,University City Division
2020/01,Vehicle Regulatory,White,M,21,Black,M,74,Yes,Verbal Warning,Independence Division
2020/01,Vehicle Regulatory,White,M,20,Black,M,44,Yes,Citation,Independence Division
2020/01,Vehicle Regulatory,Black/African American,M,1,Black,M,33,Yes,Verbal Warning,Eastway Division
2020/01,Vehicle Regulatory,White,M,13,Black,M,30,Yes,None,North Tryon Division
2020/01,Stop Light/Sign,White,M,14,Other/Unknown,M,40,Yes,Verbal Warning,South Division
2020/01,Stop Light/Sign,White,M,14,White,F,40,Yes,Verbal Warning,South Division
2020/01,Vehicle Regulatory,Black/African American,M,5,Hispanic/Latino,M,26,Yes,Citation,Freedom Division
2020/01,Vehicle Regulatory,White,M,28,Black,F,66,Yes,Verbal Warning,Hickory Grove Division
2020/01,Vehicle Regulatory,White,M,21,Black,M,62,Yes,Citation,Independence Division
2020/01,Safe Movement,White,M,13,Black,M,23,Yes,Citation,North Tryon Division
2020/01,Speeding,White,M,26,White,F,28,Yes,Verbal Warning,Providence Division
2020/01,Vehicle Regulatory,White,F,12,Black,M,53,Yes,Citation,North Tryon Division
2020/01,Vehicle Regulatory,White,M,28,White,F,23,Yes,Verbal Warning,Hickory Grove Division
2020/01,Stop Light/Sign,White,M,25,White,M,52,Yes,Verbal Warning,South Division
2020/01,Vehicle Regulatory,White,M,21,Black,F,31,Yes,Verbal Warning,Independence Division
2020/01,Speeding,White,M,20,Black,M,34,Yes,Citation,Independence Division
2020/01,Other,Not Specified,M,27,Black,M,23,No,Citation,University City Division
2020/01,Vehicle Regulatory,White,M,22,White,F,58,Yes,Citation,Independence Division
2020/01,Vehicle Regulatory,White,M,21,Black,F,31,Yes,Citation,University City Division
2020/01,Vehicle Regulatory,White,M,15,Black,M,24,Yes,Verbal Warning,Hickory Grove Division
2020/01,Vehicle Regulatory,White,M,19,White,F,47,Yes,Verbal Warning,Eastway Division
2020/01,Vehicle Regulatory,White,M,22,White,M,59,Yes,Citation,Independence Division
2020/01,Vehicle Regulatory,White,M,15,Black,F,60,Yes,Verbal Warning,Eastway Division
2020/01,Vehicle Regulatory,White,M,13,Black,F,43,Yes,Citation,North Tryon Division
2020/01,Speeding,White,M,15,Black,M,66,Yes,Verbal Warning,Freedom Division
2020/01,Speeding,Asian/Pacific Islander,M,10,Other/Unknown,M,48,Yes,Verbal Warning,Providence Division
2020/01,Vehicle Regulatory,White,M,25,White,M,34,Yes,Citation,Providence Division
2020/01,Speeding,White,M,5,Other/Unknown,M,50,Yes,Verbal Warning,Providence Division
2020/01,Vehicle Regulatory,White,M,9,Hispanic/Latino,M,41,Yes,Citation,Hickory Grove Division
2020/01,Speeding,White,M,15,Black,F,46,Yes,Verbal Warning,Freedom Division
2020/01,Vehicle Regulatory,Hispanic/Latino,F,3,White,M,27,Yes,Verbal Warning,Eastway Division
2020/01,Other,Black/African American,M,3,White,F,40,Yes,Verbal Warning,Providence Division
2020/01,Vehicle Regulatory,Asian/Pacific Islander,M,12,White,M,20,Yes,Verbal Warning,Independence Division
2020/01,Vehicle Regulatory,Hispanic/Latino,F,3,Black,M,50,Yes,Citation,
2020/01,Vehicle Regulatory,White,M,5,Hispanic/Latino,M,35,Yes,Verbal Warning,North Tryon Division
2020/01,Vehicle Regulatory,White,M,9,Black,M,19,Yes,Citation,Hickory Grove Division
2020/01,Speeding,White,M,5,White,F,37,Yes,Written Warning,South Division
2020/01,Vehicle Regulatory,White,M,5,White,F,18,Yes,Verbal Warning,Central Division
2020/01,Vehicle Regulatory,White,M,9,Hispanic/Latino,M,26,Yes,Verbal Warning,Hickory Grove Division
2020/01,Vehicle Regulatory,White,M,6,Black,M,35,Yes,Verbal Warning,Metro Division
2020/01,Vehicle Regulatory,White,M,1,White,F,35,Yes,Verbal Warning,North Division
2020/01,Vehicle Regulatory,Asian/Pacific Islander,M,12,Black,F,30,Yes,Verbal Warning,Independence Division
2020/01,Vehicle Regulatory,White,F,1,Black,M,25,Yes,Verbal Warning,Hickory Grove Division
2020/01,Vehicle Regulatory,White,F,1,Hispanic/Latino,M,40,Yes,Verbal Warning,University City Division
2020/01,Stop Light/Sign,White,M,9,Black,M,38,Yes,Verbal Warning,Hickory Grove Division
2020/01,Stop Light/Sign,White,M,25,Hispanic/Latino,M,38,Yes,Verbal Warning,South Division
2020/01,Vehicle Equipment,White,M,5,White,F,35,Yes,Verbal Warning,South Division
2020/01,Vehicle Regulatory,White,M,5,Hispanic/Latino,M,29,Yes,Citation,South Division
2020/01,Vehicle Regulatory,Hispanic/Latino,F,3,Black,M,28,Yes,Citation,South Division
2020/01,Vehicle Regulatory,White,F,1,Black,M,25,Yes,Citation,Independence Division
2020/01,Vehicle Regulatory,White,M,9,Black,M,26,Yes,Citation,Hickory Grove Division
2020/01,SeatBelt,Black/African American,M,5,Black,M,24,Yes,Verbal Warning,Metro Division
2020/01,Speeding,White,M,14,White,F,27,Yes,Citation,South Division
2020/01,Speeding,Hispanic/Latino,F,3,Other/Unknown,F,25,Yes,Citation,South Division
2020/01,Vehicle Regulatory,White,M,2,Black,M,32,Yes,Verbal Warning,University City Division
2020/01,Investigation,White,M,3,Two or more,M,47,Yes,Citation,Independence Division
2020/01,Investigation,White,F,2,Two or more,M,47,Yes,Citation,Independence Division
2020/01,Vehicle Regulatory,White,M,2,Black,F,25,Yes,Citation,Independence Division
2020/01,Vehicle Regulatory,White,M,9,Hispanic/Latino,M,23,Yes,Verbal Warning,Eastway Division
2020/01,Vehicle Regulatory,Hispanic/Latino,F,3,White,M,27,Yes,Verbal Warning,Eastway Division
2020/01,Vehicle Regulatory,White,M,3,Black,F,31,Yes,Verbal Warning,Hickory Grove Division
2020/01,Vehicle Regulatory,White,F,2,Black,F,31,Yes,Verbal Warning,Hickory Grove Division
2020/01,Vehicle Regulatory,White,M,9,Black,F,58,Yes,Citation,Hickory Grove Division
2020/01,Other,White,M,11,White,M,21,Yes,Verbal Warning,University City Division
2020/01,Safe Movement,White,M,2,Black,M,34,Yes,Verbal Warning,University City Division
2020/01,Vehicle Regulatory,Asian/Pacific Islander,M,12,Black,M,36,Yes,Verbal Warning,Independence Division
2020/01,Investigation,White,M,3,Black,F,28,Yes,Citation,Independence Division
2020/01,Investigation,White,F,2,Black,F,28,Yes,Citation,Independence Division
2020/01,Vehicle Regulatory,White,M,9,Black,F,28,Yes,Citation,Hickory Grove Division
2020/01,Stop Light/Sign,White,M,3,Black,M,27,Yes,Written Warning,Independence Division
2020/01,Stop Light/Sign,White,F,2,Black,M,27,Yes,Written Warning,Independence Division
2020/01,Vehicle Equipment,White,M,3,Black,M,26,Yes,Verbal Warning,Independence Division
2020/01,Vehicle Regulatory,Hispanic/Latino,F,3,Black,F,24,Yes,Citation,
2020/01,Vehicle Regulatory,White,M,9,Black,F,22,No,Verbal Warning,Independence Division
2020/01,Vehicle Regulatory,White,M,3,Two or more,M,28,Yes,Citation,Eastway Division
2020/01,Vehicle Regulatory,White,F,2,Two or more,M,28,Yes,Citation,Eastway Division
2020/01,Vehicle Regulatory,White,M,3,Black,M,27,Yes,Verbal Warning,Independence Division
2020/01,Vehicle Regulatory,White,M,9,White,F,37,No,Verbal Warning,Hickory Grove Division
2020/01,Safe Movement,White,M,5,Hispanic/Latino,M,25,Yes,Verbal Warning,Steele Creek Division
2020/01,Safe Movement,White,M,2,Hispanic/Latino,F,25,Yes,Verbal Warning,Steele Creek Division
2020/01,Investigation,White,M,3,Two or more,M,25,Yes,Citation,Independence Division
2020/01,Investigation,White,F,2,Two or more,M,25,Yes,Citation,Independence Division
2020/01,Vehicle Regulatory,White,M,9,Black,F,50,Yes,Citation,Hickory Grove Division
2020/01,Vehicle Regulatory,White,M,9,Hispanic/Latino,F,22,Yes,Citation,Hickory Grove Division
2020/01,Vehicle Equipment,White,M,5,Two or more,M,40,Yes,Verbal Warning,North Division
2020/01,Vehicle Regulatory,White,M,12,Black,M,45,Yes,Citation,North Division
2020/01,Investigation,White,M,3,Black,M,25,Yes,Citation,Independence Division
2020/01,Investigation,White,F,2,Black,M,25,Yes,Citation,Independence Division
2020/01,Vehicle Equipment,White,M,3,Black,M,35,Yes,Verbal Warning,Independence Division
2020/01,Speeding,Hispanic/Latino,F,3,Black,M,30,Yes,Citation,South Division
2020/01,Vehicle Equipment,White,M,11,Hispanic/Latino,F,35,Yes,Verbal Warning,Freedom Division
2020/01,Investigation,White,M,3,Black,M,25,Yes,Citation,Independence Division
2020/01,Investigation,White,F,2,Black,M,25,Yes,Citation,Independence Division
2020/01,Vehicle Regulatory,White,M,2,Black,M,50,Yes,Verbal Warning,Metro Division
2020/01,Vehicle Regulatory,White,M,12,Hispanic/Latino,M,23,Yes,Verbal Warning,North Division
2020/01,Vehicle Regulatory,White,M,5,Black,M,30,Yes,Verbal Warning,North Division
2020/01,Vehicle Regulatory,Black/African American,M,4,Black,F,25,Yes,Verbal Warning,North Division
2020/01,Vehicle Regulatory,White,M,4,Black,M,47,Yes,Verbal Warning,North Tryon Division
2020/01,Vehicle Regulatory,White,M,9,Black,F,59,Yes,Verbal Warning,Hickory Grove Division
2020/01,Speeding,Hispanic/Latino,F,3,Hispanic/Latino,F,45,Yes,Citation,South Division
2020/01,Vehicle Equipment,White,M,5,Black,M,30,No,Verbal Warning,North Division
2020/01,Vehicle Equipment,White,M,6,Black,F,22,Yes,Verbal Warning,Independence Division
2020/01,Vehicle Regulatory,White,M,5,Black,M,35,Yes,Verbal Warning,North Division
2020/01,Speeding,Hispanic/Latino,F,3,Asian,F,45,Yes,Citation,South Division
2020/01,Vehicle Regulatory,White,M,14,White,M,28,Yes,Verbal Warning,Independence Division
2020/01,Speeding,White,M,5,White,F,61,Yes,Verbal Warning,Providence Division
2020/01,Safe Movement,Black/African American,M,4,Black,M,35,Yes,Verbal Warning,North Division
2020/01,Vehicle Regulatory,White,M,5,Black,M,23,Yes,Verbal Warning,University City Division
2020/01,Safe Movement,White,F,5,White,F,26,Yes,Verbal Warning,South Division
2020/01,Vehicle Equipment,White,M,3,Two or more,M,20,Yes,Citation,Eastway Division
2020/01,Vehicle Equipment,White,F,2,Two or more,M,20,Yes,Citation,Eastway Division
2020/01,Vehicle Regulatory,White,M,2,Black,F,30,Yes,Verbal Warning,Metro Division
2020/01,Vehicle Equipment,White,F,6,Black,M,29,No,Verbal Warning,North Tryon Division
2020/01,Vehicle Equipment,White,M,9,Hispanic/Latino,M,30,Yes,Citation,Hickory Grove Division
2020/01,Vehicle Equipment,White,M,5,Black,M,18,Yes,Verbal Warning,Providence Division
2020/01,Speeding,Hispanic/Latino,F,3,White,M,26,Yes,Citation,
2020/01,Vehicle Regulatory,White,M,9,Black,F,26,Yes,Verbal Warning,Hickory Grove Division
2020/01,Vehicle Regulatory,White,M,9,Black,F,28,Yes,Citation,Hickory Grove Division
2020/01,Vehicle Regulatory,Hispanic/Latino,F,3,Hispanic/Latino,M,35,Yes,Verbal Warning,South Division
2020/01,Vehicle Equipment,White,F,6,Black,F,19,Yes,Verbal Warning,North Tryon Division
2020/01,Vehicle Regulatory,White,M,6,Black,M,32,Yes,Verbal Warning,North Tryon Division
2020/01,Vehicle Equipment,White,M,21,Black,F,20,Yes,Verbal Warning,North Tryon Division
2020/01,Vehicle Regulatory,White,M,9,Black,M,29,Yes,Arrest,Hickory Grove Division
2020/01,Stop Light/Sign,White,M,6,Black,F,30,Yes,Verbal Warning,North Tryon Division
2020/01,Vehicle Regulatory,White,M,2,Black,M,40,Yes,Verbal Warning,Metro Division
2020/01,Vehicle Regulatory,Hispanic/Latino,F,3,Black,F,22,Yes,Verbal Warning,South Division
2020/01,Vehicle Regulatory,White,F,1,Black,M,70,Yes,Verbal Warning,Westover Division
2020/01,Stop Light/Sign,White,M,8,Hispanic/Latino,M,30,Yes,Verbal Warning,North Tryon Division
2020/01,Stop Light/Sign,White,M,6,Black,M,50,Yes,Verbal Warning,North Tryon Division
2020/01,Stop Light/Sign,White,M,8,Black,M,35,Yes,Verbal Warning,North Tryon Division
2020/01,Vehicle Equipment,Black/African American,M,5,Black,M,39,Yes,Verbal Warning,Freedom Division
2020/01,Vehicle Equipment,White,F,6,Hispanic/Latino,M,31,Yes,Verbal Warning,North Tryon Division
2020/01,Vehicle Regulatory,White,F,1,Black,M,29,Yes,Citation,Westover Division
2020/01,Vehicle Equipment,White,M,2,Hispanic/Latino,M,55,Yes,Verbal Warning,Hickory Grove Division
2020/01,Vehicle Regulatory,White,M,3,Black,M,23,Yes,Verbal Warning,University City Division
2020/01,Vehicle Regulatory,White,M,2,Black,M,28,Yes,Verbal Warning,University City Division
2020/01,Safe Movement,White,F,6,Black,M,27,No,Arrest,North Tryon Division
2020/01,Vehicle Regulatory,Black/African American,M,5,Black,F,25,Yes,Verbal Warning,Metro Division
2020/01,Vehicle Equipment,White,M,2,Black,M,24,Yes,Verbal Warning,Hickory Grove Division
2020/01,Vehicle Regulatory,White,F,1,Black,F,30,Yes,Verbal Warning,Westover Division
2020/01,Vehicle Equipment,White,M,4,Other/Unknown,F,23,Yes,Verbal Warning,Freedom Division
2020/01,Vehicle Equipment,White,F,20,Black,M,21,Yes,Citation,Providence Division
2020/01,Vehicle Regulatory,White,F,1,Black,M,45,Yes,Citation,University City Division
2020/01,Vehicle Regulatory,White,M,4,White,F,26,Yes,Verbal Warning,Freedom Division
2020/01,Vehicle Equipment,White,M,4,Black,M,25,No,Verbal Warning,
2020/01,Investigation,Hispanic/Latino,M,1,Black,F,29,Yes,Verbal Warning,University City Division
2020/01,Vehicle Regulatory,White,M,3,Black,M,52,Yes,Verbal Warning,University City Division
2020/01,Vehicle Equipment,White,F,2,White,F,40,Yes,Verbal Warning,Independence Division
2020/01,Vehicle Equipment,White,M,4,Black,M,50,Yes,Verbal Warning,Freedom Division
2020/01,Vehicle Equipment,White,M,5,White,M,27,Yes,Citation,Providence Division
2020/01,Investigation,White,M,2,Black,F,40,Yes,Verbal Warning,Hickory Grove Division
